"Date","Lifetime.Total.Likes","Daily.New.Likes","Daily.Unlikes","Daily.Page.Engaged.Users","Weekly.Page.Engaged.Users","X28.Days.Page.Engaged.Users","Daily.Total.Reach","Weekly.Total.Reach","X28.Days.Total.Reach","Daily.Organic.Reach","Weekly.Organic.Reach","X28.Days.Organic.Reach","Daily.Paid.Reach","Weekly.Paid.Reach","X28.Days.Paid.Reach","Daily.Total.Impressions","Weekly.Total.Impressions","X28.Days.Total.Impressions","Daily.Organic.impressions","Weekly.Organic.impressions","X28.Days.Organic.impressions","Daily.Paid.Impressions","Weekly.Paid.Impressions","X28.Days.Paid.Impressions","Daily.Logged.in.Page.Views","Weekly.Logged.in.Page.Views","Daily.Logged.in.Page.Views.1","Weekly.Logged.in.Page.Views.1","Daily.Reach.of.page.posts","Weekly.Reach.of.page.posts","X28.Days.Reach.of.page.posts","Daily.Organic.Reach.of.Page.posts","Weekly.Organic.Reach.of.Page.posts","X28.Days.Organic.Reach.of.Page.posts","Daily.Paid.Reach.of.Page.posts","Weekly.Paid.Reach.of.Page.posts","X28.Days.Paid.Reach.of.Page.posts","Daily.Total.Impressions.of.your.posts","Weekly.Total.Impressions.of.your.posts","X28.Days.Total.Impressions.of.your.posts","Daily.Organic.impressions.of.your.posts","Weekly.Organic.impressions.of.your.posts","X28.Days.Organic.impressions.of.your.posts","Daily.Paid.impressions.of.your.posts","Weekly.Paid.impressions.of.your.posts","X28.Days.Paid.impressions.of.your.posts","Daily.Total.Consumers","Weekly.Total.Consumers","X28.Days.Total.Consumers","Daily.Page.consumptions","Weekly.Page.consumptions","X28.Days.Page.consumptions","Daily.Negative.feedback","Weekly.Negative.feedback","X28.Days.Negative.feedback","Daily.Negative.Feedback.from.Users","Weekly.Negative.Feedback.from.Users","X28.Days.Negative.Feedback.from.Users","Daily.Total.check.ins","Weekly.Total.check.ins","X28.Days.Total.check.ins","Daily.Total.check.ins.1","Weekly.Total.check.ins.1","X28.Days.Total.check.ins.1","Daily.Total.check.ins.using.mobile.devices","Weekly.Total.check.ins.using.mobile.devices","X28.Days.Total.check.ins.using.mobile.devices","Daily.Total.check.ins.using.mobile.devices.1","Weekly.Total.check.ins.using.mobile.devices.1","X28.Days.Total.check.ins.using.mobile.devices.1","Daily.Daily.count.of.fans.online","Daily.Total.Video.Views","Weekly.Total.Video.Views","X28.Days.Total.Video.Views","Daily.Total.organic.video.views","Weekly.Total.organic.video.views","X28.Days.Total.organic.video.views","Daily.Total.promoted.video.views","Weekly.Total.promoted.video.views","X28.Days.Total.promoted.video.views","Daily.Total.autoplayed.video.views","Weekly.Total.autoplayed.video.views","X28.Days.Total.autoplayed.video.views","Daily.Total.video.views.after.clicking","Weekly.Total.video.views.after.clicking","X28.Days.Total.video.views.after.clicking","Daily.Total.number.of.time.a.video.has.seen.again","Weekly.Total.number.of.time.a.video.has.seen.again","X28.Days.Total.number.of.time.a.video.has.seen.again","Daily.Total.Unique.Video.Views","Weekly.Total.Unique.Video.Views","X28.Days.Total.Unique.Video.Views","Daily.Total.30.Second.Views","Weekly.Total.30.Second.Views","X28.Days.Total.30.Second.Views","Daily.Total.organic.video.views.for.30s.or.to.the.end","Weekly.Total.organic.video.views.for.30s.or.to.the.end","X28.Days.Total.organic.video.views.for.30s.or.to.the.end","Daily.Paid.30.Second.Views","Weekly.Paid.30.Second.Views","X28.Days.Paid.30.Second.Views","Daily.Auto.Played.30.Second.Views","Weekly.Auto.Played.30.Second.Views","X28.Days.Auto.Played.30.Second.Views","Daily.Video.views.for.30s.or.to.the.end.after.clicking","Weekly.Video.views.for.30s.or.to.the.end.after.clicking","X28.Days.Video.views.for.30s.or.to.the.end.after.clicking","Daily.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Weekly.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","X28.Days.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Daily.Total.Unique.30.Second.Views","Weekly.Total.Unique.30.Second.Views","X28.Days.Total.Unique.30.Second.Views","Daily.People.Talking.About.This","Weekly.People.Talking.About.This","X28.Days.People.Talking.About.This","page_get_directions_clicks_logged_in_count.day","page_get_directions_clicks_logged_in_count.week","page_get_directions_clicks_logged_in_unique.day","page_get_directions_clicks_logged_in_unique.week","page_call_phone_clicks_logged_in_count.day","page_call_phone_clicks_logged_in_count.week","page_call_phone_clicks_logged_in_unique.day","page_call_phone_clicks_logged_in_unique.week","page_website_clicks_logged_in_count.day","page_website_clicks_logged_in_count.week","page_website_clicks_logged_in_unique.day","page_website_clicks_logged_in_unique.week","page_cta_clicks_logged_in_total.day","page_cta_clicks_logged_in_total.week","page_cta_clicks_logged_in_unique.day","page_cta_clicks_logged_in_unique.week","mes","anio"
2016-01-01,1574430,159,238,3555,23158,123245,60013,1101919,4875341,55553,169448,293162,4460,932471,4582179,166365,2116005,15123928,161896,1021442,3733657,4469,1094563,11390271,92,1092,56,522,59429,1094412,4847881,54969,161941,265702,4460,932471,4582179,164462,2093667,15019184,159993,999104,3628913,4469,1094563,11390271,1695,18078,111286,3669,37724,202825,15,74,345,15,87,397,0,0,0,0,0,0,0,0,0,0,0,0,1308954,158,NA,NA,158,0,0,0,NA,NA,66,NA,NA,92,0,0,78,0,0,80,NA,NA,94,NA,NA,94,0,0,0,NA,NA,26,NA,NA,68,0,0,47,0,0,47,NA,NA,2130,7351,19810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2016
2016-01-02,1574364,170,229,2800,22809,120831,42658,1068344,4803642,42652,166094,291064,6,902250,4512578,127898,2049619,14745362,127892,992768,3706039,6,1056851,11039323,92,1040,62,516,42413,1061076,4776347,42407,158826,263769,6,902250,4512578,126288,2027652,14640845,126282,970801,3601522,6,1056851,11039323,1402,17642,108750,2554,36218,197499,8,71,328,8,83,378,0,0,0,0,0,0,0,0,0,0,0,0,1323962,207,NA,NA,207,0,0,0,NA,NA,81,NA,NA,126,0,0,108,0,0,99,NA,NA,98,NA,NA,98,0,0,0,NA,NA,19,NA,NA,79,0,0,55,0,0,43,NA,NA,1707,7445,19776,0,0,0,0,0,0,0,0,0,3,0,3,4,53,4,51,1,2016
2016-01-03,1574317,191,235,2573,21957,118280,44642,1010698,4676993,44642,168341,292721,0,842357,4384272,142494,1973739,14346593,142494,1005588,3738228,0,968151,10608365,110,1054,70,514,44252,1003596,4650033,44252,161239,265761,0,842357,4384272,141083,1952258,14242464,141083,984107,3634099,0,968151,10608365,1193,16704,106088,4686,37512,197243,13,71,328,15,82,377,0,0,0,0,0,0,0,0,0,0,0,0,1326042,142,NA,NA,142,0,0,0,NA,NA,90,NA,NA,52,0,0,59,0,0,83,NA,NA,64,NA,NA,64,0,0,0,NA,NA,30,NA,NA,34,0,0,21,0,0,43,NA,NA,1606,7524,19846,0,0,0,0,0,0,0,0,0,2,0,2,9,53,8,49,1,2016
2016-01-04,1574307,202,215,3284,21185,112918,44403,954382,4523708,44403,166492,291354,0,787890,4232354,128400,1872314,13578173,128400,988258,3742387,0,884056,9835786,163,1008,107,507,43907,950354,4496910,43907,162464,264556,0,787890,4232354,126640,1856430,13481196,126640,972374,3645410,0,884056,9835786,1875,15854,100729,4678,36859,190852,9,68,313,10,79,359,0,0,0,0,0,0,0,0,0,0,0,0,1336462,174,NA,NA,174,0,0,0,NA,NA,79,NA,NA,95,0,0,71,0,0,103,NA,NA,87,NA,NA,87,0,0,0,NA,NA,27,NA,NA,60,0,0,36,0,0,51,NA,NA,1777,7639,19850,0,0,0,0,0,0,0,0,3,5,3,5,7,49,7,46,1,2016
2016-01-05,1574297,185,195,6117,21093,108913,76020,815086,4410164,76020,184237,294856,0,630849,4115308,193446,1709429,13010392,193446,1034733,3781640,0,674696,9228752,226,1032,118,504,75677,811537,4387127,75677,180688,271819,0,630849,4115308,191546,1694842,12922148,191546,1020146,3693396,0,674696,9228752,4219,15777,96847,10132,39482,189682,9,66,308,9,78,358,0,0,0,0,0,0,0,0,0,0,0,0,1337844,5392,NA,NA,5392,0,0,0,NA,NA,4522,NA,NA,870,0,0,116,0,0,5276,NA,NA,2565,NA,NA,2565,0,0,0,NA,NA,1917,NA,NA,648,0,0,118,0,0,2447,NA,NA,2542,7971,19914,0,0,0,0,0,0,0,0,0,5,0,5,6,42,4,37,1,2016
2016-01-06,1574201,191,234,4775,19550,106849,73083,584306,4364498,73083,198752,299815,0,385554,4064683,216057,1495892,12788746,216057,1105378,3861781,0,390514,8926965,239,1073,116,514,72402,580588,4341145,72402,195034,276462,0,385554,4064683,213199,1481666,12700248,213199,1091152,3773283,0,390514,8926965,2993,14160,94936,7488,40872,191650,16,71,308,27,91,369,0,0,0,0,0,0,0,0,0,0,0,0,1342380,1137,NA,NA,1137,0,0,0,NA,NA,921,NA,NA,216,0,0,114,0,0,1023,NA,NA,522,NA,NA,522,0,0,0,NA,NA,366,NA,NA,156,0,0,41,0,0,481,NA,NA,2398,8185,19941,0,0,0,0,0,0,0,0,3,8,3,8,10,46,10,40,1,2016
2016-01-07,1574192,198,252,2726,16341,107504,48323,203850,4354580,48323,199424,294553,0,4426,4060027,142437,1120662,12790360,142437,1116235,3901671,0,4427,8888689,228,1150,124,522,47946,200355,4335811,47946,195929,275784,0,4426,4060027,140686,1107332,12708293,140686,1102905,3819604,0,4427,8888689,1316,11305,95420,5588,40893,197408,8,73,316,10,94,379,0,0,0,0,0,0,0,0,0,0,0,0,1342408,154,NA,NA,154,0,0,0,NA,NA,108,NA,NA,46,0,0,48,0,0,106,NA,NA,70,NA,NA,70,0,0,0,NA,NA,37,NA,NA,33,0,0,21,0,0,49,NA,NA,1695,7730,19936,0,0,0,0,0,0,0,0,0,7,0,7,6,46,6,40,1,2016
2016-01-08,1574168,199,207,3854,16523,107360,54686,196028,4313539,54686,196022,295213,0,6,4018326,143861,1098428,12667845,143861,1098422,3931834,0,6,8736011,161,1219,104,549,54138,192683,4294605,54138,192677,276279,0,6,4018326,142399,1085542,12585864,142399,1085536,3849853,0,6,8736011,1887,11338,95193,5041,42169,198016,10,70,319,10,89,379,0,0,0,0,0,0,0,0,0,0,0,0,1342904,80,NA,NA,80,0,0,0,NA,NA,53,NA,NA,27,0,0,12,0,0,68,NA,NA,30,NA,NA,30,0,0,0,NA,NA,14,NA,NA,16,0,0,3,0,0,27,NA,NA,2405,7960,20222,0,0,0,0,0,0,0,0,0,6,0,6,1,43,1,39,1,2016
2016-01-09,1574172,185,194,1995,16108,105453,34786,192477,4258069,34786,192477,295138,0,0,3962931,104976,1075329,12413205,104976,1075329,3906923,0,0,8506282,92,1219,64,551,34305,189175,4238327,34305,189175,275396,0,0,3962931,103628,1062685,12331546,103628,1062685,3825264,0,0,8506282,878,11016,93369,2033,41637,195176,10,74,314,11,92,374,0,0,0,0,0,0,0,0,0,0,0,0,1332638,91,NA,NA,91,0,0,0,NA,NA,43,NA,NA,48,0,0,44,0,0,47,NA,NA,43,NA,NA,43,0,0,0,NA,NA,16,NA,NA,27,0,0,21,0,0,22,NA,NA,1331,7780,20124,0,0,0,0,0,0,0,0,1,7,1,7,5,44,5,40,1,2016
2016-01-10,1574117,168,216,4032,17166,104351,66953,203861,4221872,66953,203861,298733,0,0,3923139,189080,1122016,12305687,189080,1122016,3979976,0,0,8325711,130,1239,79,549,66797,200548,4202564,66797,200548,279425,0,0,3923139,187396,1109099,12224502,187396,1109099,3898791,0,0,8325711,2518,11978,92147,4536,41323,194334,9,71,315,12,89,379,0,0,0,0,0,0,0,0,0,0,0,0,1329968,96,NA,NA,96,0,0,0,NA,NA,63,NA,NA,33,0,0,31,0,0,65,NA,NA,38,NA,NA,38,0,0,0,NA,NA,19,NA,NA,19,0,0,10,0,0,28,NA,NA,2009,8003,20370,0,0,0,0,0,0,0,0,1,8,1,8,3,38,3,35,1,2016
2016-01-11,1574134,235,212,2867,17079,102343,48360,204410,4153012,48360,204410,299074,0,0,3853938,136491,1130020,12070453,136491,1130020,3995383,0,0,8075070,147,1223,89,529,48078,201239,4133939,48078,201239,280001,0,0,3853938,135014,1117399,11990536,135014,1117399,3915466,0,0,8075070,1569,11895,90145,4087,40746,192487,7,69,313,9,88,373,0,0,0,0,0,0,0,0,0,0,0,0,1339288,71,NA,NA,71,0,0,0,NA,NA,44,NA,NA,27,0,0,17,0,0,54,NA,NA,28,NA,NA,28,0,0,0,NA,NA,8,NA,NA,20,0,0,6,0,0,22,NA,NA,1610,7966,20412,0,0,0,0,0,0,0,0,0,5,0,5,3,34,3,31,1,2016
2016-01-12,1574165,220,176,2525,14402,99533,42805,187166,4075226,42805,187166,294612,0,0,3780614,133176,1069838,11824077,133176,1069838,4004238,0,0,7819839,242,1239,133,549,42191,184163,4056155,42191,184163,275541,0,0,3780614,130729,1056691,11743866,130729,1056691,3924027,0,0,7819839,1161,9381,87306,3803,34339,188619,7,66,313,10,89,377,0,0,0,0,0,0,0,0,0,0,0,0,1337828,91,NA,NA,91,0,0,0,NA,NA,66,NA,NA,25,0,0,30,0,0,61,NA,NA,44,NA,NA,44,0,0,0,NA,NA,22,NA,NA,22,0,0,14,0,0,30,NA,NA,1601,7358,20341,0,0,0,0,0,0,0,0,2,7,2,7,2,30,2,30,1,2016
2016-01-13,1574148,180,193,2444,12872,96571,49940,175044,3997860,49940,175044,297342,0,0,3700518,140097,994175,11611879,140097,994175,4028532,0,0,7583347,204,1204,111,545,49589,172677,3978427,49589,172677,277909,0,0,3700518,138073,981859,11531218,138073,981859,3947871,0,0,7583347,1053,8060,84351,3405,29221,184664,8,57,307,9,71,373,0,0,0,0,0,0,0,0,0,0,0,0,1337594,102,NA,NA,102,0,0,0,NA,NA,77,NA,NA,25,0,0,45,0,0,57,NA,NA,36,NA,NA,36,0,0,0,NA,NA,28,NA,NA,8,0,0,9,0,0,27,NA,NA,1608,6879,20266,0,0,0,0,0,0,0,0,1,5,1,5,4,24,3,23,1,2016
2016-01-14,1574177,234,199,6671,16033,96499,530014,637883,4061560,30143,134586,292254,499871,503297,3769306,633248,1485974,11939941,124173,976026,4049876,509075,509948,7890065,187,1163,113,536,530014,635712,4042710,30143,132415,273404,499871,503297,3769306,631042,1473214,11858788,121967,963266,3968723,509075,509948,7890065,4469,11159,84388,6636,30186,185328,13,61,310,14,75,377,0,0,0,0,0,0,0,0,0,0,0,0,1339556,106,NA,NA,106,0,0,0,NA,NA,62,NA,NA,44,0,0,42,0,0,64,NA,NA,50,NA,NA,50,0,0,0,NA,NA,19,NA,NA,31,0,0,20,0,0,30,NA,NA,2460,6963,20304,0,0,0,0,0,0,0,0,3,8,2,7,1,19,1,18,1,2016
2016-01-15,1574269,317,227,9408,20227,90501,692193,1171694,3796215,42346,121526,293569,649847,1050168,3502646,831785,2173531,10775479,148365,980516,4078254,683420,1193015,6697225,206,1208,122,558,691647,1169241,3778383,41800,119073,275737,649847,1050168,3502646,828910,2159365,10695381,145490,966350,3998156,683420,1193015,6697225,6510,15624,78356,10654,35853,180393,20,72,304,25,90,367,0,0,0,0,0,0,0,0,0,0,0,0,1335728,103,NA,NA,103,0,0,0,NA,NA,42,NA,NA,61,0,0,50,0,0,53,NA,NA,53,NA,NA,53,0,0,0,NA,NA,8,NA,NA,45,0,0,30,0,0,23,NA,NA,3397,6687,20239,0,0,0,0,0,0,0,0,3,11,3,10,4,22,4,21,1,2016
2016-01-16,1574312,263,219,7421,24356,88813,571109,1402120,3770988,36094,121511,288514,535015,1280609,3482474,684287,2752526,10633483,127334,1002858,4067357,556953,1749668,6566126,150,1266,105,598,571109,1399480,3754588,36094,118871,272114,535015,1280609,3482474,681830,2737259,10554640,124877,987591,3988514,556953,1749668,6566126,5550,19835,76740,8055,41895,179506,19,81,310,23,102,376,0,0,0,0,0,0,0,0,0,0,0,0,1327600,87,NA,NA,87,0,0,0,NA,NA,44,NA,NA,43,0,0,34,0,0,53,NA,NA,35,NA,NA,35,0,0,0,NA,NA,15,NA,NA,20,0,0,11,0,0,24,NA,NA,2204,6688,20179,0,0,0,0,0,0,0,0,1,11,1,10,7,24,7,23,1,2016
2016-01-17,1574326,245,227,8490,27708,83010,441337,1578101,3570534,76665,123931,297392,364672,1454170,3273142,589157,3152526,9918106,206722,1020511,4137070,382435,2132015,5781036,157,1293,91,622,441337,1575406,3554653,76665,121236,281511,364672,1454170,3273142,586852,3136634,9842491,204417,1004619,4061455,382435,2132015,5781036,5993,22886,70809,10918,48233,176371,19,92,313,23,113,382,0,0,0,0,0,0,0,0,0,0,0,0,1326458,80,NA,NA,80,0,0,0,NA,NA,44,NA,NA,36,0,0,36,0,0,44,NA,NA,33,NA,NA,33,0,0,0,NA,NA,13,NA,NA,20,0,0,10,0,0,23,NA,NA,3126,7150,20379,0,0,0,0,0,0,0,0,1,11,1,10,6,27,6,26,1,2016
2016-01-18,1574385,235,175,4374,29244,77504,370030,1744598,3335348,41708,121258,296917,328322,1623340,3038431,456753,3472856,9272820,127109,1011256,4133760,329644,2461600,5139060,201,1347,117,657,370030,1741818,3320748,41708,118478,282317,328322,1623340,3038431,454658,3456338,9200231,125014,994738,4061171,329644,2461600,5139060,3014,24489,65407,6168,50312,170188,10,96,311,11,115,382,0,0,0,0,0,0,0,0,0,0,0,0,1338672,76,NA,NA,76,0,0,0,NA,NA,36,NA,NA,40,0,0,29,0,0,47,NA,NA,37,NA,NA,37,0,0,0,NA,NA,8,NA,NA,29,0,0,13,0,0,24,NA,NA,1584,7052,20070,0,0,0,0,0,0,0,0,1,12,1,11,6,30,6,29,1,2016
2016-01-19,1574412,212,180,1961,29681,73041,198425,1821219,3127162,14142,114875,292543,184283,1706344,2834619,223402,3562891,8737776,40498,918407,4044501,182904,2644484,4693275,187,1292,113,652,197836,1818329,3112160,13553,111985,277541,184283,1706344,2834619,221500,3546875,8668755,38596,902391,3975480,182904,2644484,4693275,1400,25093,61130,3000,49505,164032,4,93,290,4,109,360,0,0,0,0,0,0,0,0,0,0,0,0,1337600,102,NA,NA,102,0,0,0,NA,NA,76,NA,NA,26,0,0,54,0,0,48,NA,NA,47,NA,NA,47,0,0,0,NA,NA,30,NA,NA,17,0,0,32,0,0,15,NA,NA,679,6755,19680,0,0,0,0,0,0,0,0,0,10,0,9,6,34,5,32,1,2016
2016-01-20,1574382,192,216,3618,30739,70467,195079,1896182,3001268,75193,124344,303073,119886,1771838,2698195,281635,3704229,8468431,161645,939777,4072837,119990,2764452,4395594,272,1360,151,684,194981,1893262,2987164,75095,121424,288969,119886,1771838,2698195,279652,3688256,8401012,159662,923804,4005418,119990,2764452,4395594,1982,26021,58409,4897,50885,160577,15,98,295,16,116,367,0,0,0,0,0,0,0,0,0,0,0,0,1338224,66,NA,NA,66,0,0,0,NA,NA,36,NA,NA,30,0,0,17,0,0,49,NA,NA,25,NA,NA,25,0,0,0,NA,NA,9,NA,NA,16,0,0,6,0,0,19,NA,NA,1847,6978,19833,0,0,0,0,0,0,0,0,2,11,2,10,5,35,5,34,1,2016
2016-01-21,1574386,217,219,4859,29585,69215,251474,1891609,2932979,73837,136451,300639,177637,1755158,2632340,482313,3552565,8463926,304405,1119989,4256968,177908,2432576,4206958,392,1565,191,754,251474,1888561,2920186,73837,133403,287846,177637,1755158,2632340,479560,3536039,8397700,301652,1103463,4190742,177908,2432576,4206958,3090,24651,57063,7208,51789,162160,24,108,307,28,130,385,0,0,0,0,0,0,0,0,0,0,0,0,1338386,105,NA,NA,105,0,0,0,NA,NA,51,NA,NA,54,0,0,55,0,0,50,NA,NA,53,NA,NA,53,0,0,0,NA,NA,20,NA,NA,33,0,0,27,0,0,26,NA,NA,2313,7327,19959,0,0,0,0,0,0,0,0,1,9,1,9,8,42,8,41,1,2016
2016-01-22,1574421,280,236,6561,28107,70699,682256,2010003,3162690,36991,141751,290445,645265,1868252,2872245,839716,3561409,8949373,170291,1141985,4242365,669425,2419424,4707008,240,1599,142,761,682256,2007176,3151665,36991,138924,279420,645265,1868252,2872245,837355,3545403,8883977,167930,1125979,4176969,669425,2419424,4707008,5073,23367,58695,6979,48123,163869,19,107,313,19,124,390,0,0,0,0,0,0,0,0,0,0,0,0,1336366,66,NA,NA,66,0,0,0,NA,NA,45,NA,NA,21,0,0,13,0,0,53,NA,NA,26,NA,NA,26,0,0,0,NA,NA,10,NA,NA,16,0,0,6,0,0,20,NA,NA,2030,6951,19741,0,0,0,0,0,0,0,0,1,7,1,7,6,44,6,43,1,2016
2016-01-23,1574500,277,206,7912,29115,74847,886876,2164194,3473197,34042,140855,288375,852834,2023339,3184822,1028242,3905980,9783454,119280,1134279,4205234,908962,2771701,5578220,196,1645,123,775,886400,2161542,3461674,33566,138203,276852,852834,2023339,3184822,1025863,3890063,9717659,116901,1118362,4139439,908962,2771701,5578220,6453,24371,62882,7806,48122,167872,27,115,330,27,128,405,0,0,0,0,0,0,0,0,0,0,0,0,1327198,94,NA,NA,94,0,0,0,NA,NA,47,NA,NA,47,0,0,47,0,0,47,NA,NA,45,NA,NA,45,0,0,0,NA,NA,15,NA,NA,30,0,0,21,0,0,24,NA,NA,2202,6918,19699,0,0,0,0,0,0,0,0,2,8,2,8,7,44,7,43,1,2016
2016-01-24,1574633,314,170,8859,29599,78733,888706,2287882,3650067,38134,126813,290849,850572,2161069,3359218,1010749,4327429,10575710,147832,1075275,4223390,862917,3252154,6352320,190,1678,128,801,888196,2285175,3638974,37624,124106,279756,850572,2161069,3359218,1007893,4310956,10508947,144976,1058802,4156627,862917,3252154,6352320,6780,25363,66855,8858,46372,173440,26,121,341,29,135,419,0,0,0,0,0,0,0,0,0,0,0,0,1326508,112,NA,NA,112,0,0,0,NA,NA,82,NA,NA,30,0,0,15,0,0,97,NA,NA,42,NA,NA,42,0,0,0,NA,NA,17,NA,NA,25,0,0,5,0,0,37,NA,NA,2477,6179,19787,0,0,0,0,0,0,0,0,1,8,1,8,13,51,13,51,1,2016
2016-01-25,1574723,267,195,8764,32888,81931,800403,2413075,3792722,53238,130562,288889,747165,2282513,3503833,949429,4819866,11295056,175213,1123374,4252908,774216,3696492,7042148,238,1715,152,835,799370,2410340,3782032,52205,127827,278199,747165,2282513,3503833,946652,4802730,11232897,172436,1106238,4190749,774216,3696492,7042148,6396,28240,69782,9485,49727,177644,24,137,356,25,149,431,0,0,0,0,0,0,0,0,0,0,0,0,1341642,108,NA,NA,108,0,0,0,NA,NA,78,NA,NA,30,0,0,25,0,0,83,NA,NA,37,NA,NA,37,0,0,0,NA,NA,20,NA,NA,17,0,0,10,0,0,27,NA,NA,3001,6781,20129,0,0,0,0,0,0,0,0,2,9,2,9,9,54,8,53,1,2016
2016-01-26,1574530,237,412,6685,35865,82405,546813,2490387,3794881,44523,140658,290645,502290,2349729,3504236,695695,5292208,11634366,165122,1248045,4271023,530573,4044163,7363343,223,1751,134,858,546813,2487631,3784701,44523,137902,280465,502290,2349729,3504236,692874,5274193,11572601,162301,1230030,4209258,530573,4044163,7363343,4806,30876,70313,7319,54067,177393,20,152,365,21,166,442,0,0,0,0,0,0,0,0,0,0,0,0,1305212,139,NA,NA,139,0,0,0,NA,NA,76,NA,NA,63,0,0,59,0,0,80,NA,NA,52,NA,NA,52,0,0,0,NA,NA,19,NA,NA,33,0,0,22,0,0,30,NA,NA,2450,7387,20118,0,0,0,0,0,0,0,0,4,13,3,12,10,58,6,53,1,2016
2016-01-27,1574526,234,244,7061,38591,83152,569381,2557986,3737303,47512,132885,291823,521869,2425101,3445480,694892,5705520,11899816,171722,1258175,4297505,523170,4447345,7602311,264,1743,140,852,569198,2555335,3726931,47329,130234,281451,521869,2425101,3445480,692658,5687260,11839041,169488,1239915,4236730,523170,4447345,7602311,5635,33920,71179,8271,57458,178436,8,146,363,8,158,436,0,0,0,0,0,0,0,0,0,0,0,0,1203494,63,NA,NA,63,0,0,0,NA,NA,42,NA,NA,21,0,0,9,0,0,54,NA,NA,24,NA,NA,24,0,0,0,NA,NA,9,NA,NA,15,0,0,5,0,0,19,NA,NA,1862,7099,19943,0,0,0,0,0,0,0,0,1,12,1,11,6,59,6,54,1,2016
2016-01-28,1574509,230,253,6577,40016,83018,615689,2635276,3615085,33863,120818,286791,581826,2514458,3328294,721015,5944190,12103391,127893,1081549,4293799,593122,4862641,7809592,236,1587,135,814,615322,2632757,3604699,33496,118299,276405,581826,2514458,3328294,718851,5926530,12043115,125729,1063889,4233523,593122,4862641,7809592,4764,35522,71287,8339,58243,181111,7,130,365,8,138,437,0,0,0,0,0,0,0,0,0,0,0,0,1203722,62,NA,NA,62,0,0,0,NA,NA,51,NA,NA,11,0,0,19,0,0,43,NA,NA,22,NA,NA,22,0,0,0,NA,NA,13,NA,NA,9,0,0,10,0,0,12,NA,NA,2071,6875,19730,0,0,0,0,0,0,0,0,5,16,4,13,4,55,4,51,1,2016
2016-01-29,1574461,206,261,6421,39494,85365,662791,2594005,3726864,40719,118164,280167,622072,2475841,3446697,767665,5871456,12704824,124688,1035788,4256711,642977,4835668,8448113,171,1518,108,780,662791,2591633,3717002,40719,115792,270305,622072,2475841,3446697,765798,5854280,12644590,122821,1018612,4196477,642977,4835668,8448113,4443,34950,73730,6914,58172,184317,9,120,361,9,128,431,0,0,0,0,0,0,0,0,0,0,0,0,1202234,34,NA,NA,34,0,0,0,NA,NA,26,NA,NA,8,0,0,10,0,0,24,NA,NA,14,NA,NA,14,0,0,0,NA,NA,6,NA,NA,8,0,0,4,0,0,10,NA,NA,2273,6954,19544,0,0,0,0,0,0,0,0,0,15,0,12,12,61,10,55,1,2016
2016-01-30,1574438,216,236,5560,37329,87735,604825,2454609,3815448,28344,117914,275726,576481,2336695,3539722,711784,5554771,13288606,103953,1019994,4232460,607831,4534777,9056146,105,1427,71,729,604647,2452246,3806044,28166,115551,266322,576481,2336695,3539722,709863,5538045,13228052,102032,1003268,4171906,607831,4534777,9056146,4025,32752,76109,5273,55384,187038,10,103,365,10,111,433,0,0,0,0,0,0,0,0,0,0,0,0,1186448,59,NA,NA,59,0,0,0,NA,NA,31,NA,NA,28,0,0,18,0,0,41,NA,NA,34,NA,NA,34,0,0,0,NA,NA,13,NA,NA,21,0,0,10,0,0,24,NA,NA,1732,6960,19450,0,0,0,0,0,0,0,0,1,14,1,11,5,59,5,53,1,2016
